Collecton Name,Request Name,Method,Url,Status,Code,Response Time,Response Size,Executed,Failed,Skippped,Request Body,Response Body
New Collection,New Request 1,GET,https://api.instantwebtools.net/v1/airlines/1,OK,200,1064,279,,,,,"{
    ""id"": 1,
    ""name"": ""Sri Lankan Airways"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 2,GET,https://api.instantwebtools.net/v1/airlines/2,OK,200,288,296,,,,,"{
    ""id"": 2,
    ""name"": ""Air India"",
    ""country"": ""India"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""Your Palace in the Sky"",
    ""head_quaters"": ""Airlines House, New Delhi, India"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1990""
}"
New Collection,New Request 3,GET,https://api.instantwebtools.net/v1/airlines/3,OK,200,289,280,,,,,"{
    ""id"": 3,
    ""name"": ""Las Vegas"",
    ""country"": ""America"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""world “is at your feet"",
    ""head_quaters"": ""Tony Montana"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1991""
}"
New Collection,New Request 4,GET,https://api.instantwebtools.net/v1/airlines/4,OK,200,285,226,,,,,"{
    ""id"": 4,
    ""name"": ""munikk"",
    ""country"": ""au"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/hyd.png"",
    ""slogan"": ""From au"",
    ""head_quaters"": ""kp, au"",
    ""website"": ""www.auairways.com"",
    ""established"": ""2012""
}"
New Collection,New Request 5,GET,https://api.instantwebtools.net/v1/airlines/5,OK,200,287,283,,,,,"{
    ""id"": 5,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 6,GET,https://api.instantwebtools.net/v1/airlines/6,OK,200,334,265,,,,,"{
    ""id"": 6,
    ""name"": ""New Linkers Airways"",
    ""country"": ""Wakanda"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Wakanda"",
    ""head_quaters"": ""Forest Base"",
    ""website"": ""www.wakandalinkers.com"",
    ""established"": ""2023""
}"
New Collection,New Request 7,GET,https://api.instantwebtools.net/v1/airlines/7,OK,200,293,283,,,,,"{
    ""id"": 7,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 8,GET,https://api.instantwebtools.net/v1/airlines/8,OK,200,292,283,,,,,"{
    ""id"": 8,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 9,GET,https://api.instantwebtools.net/v1/airlines/9,OK,200,293,283,,,,,"{
    ""id"": 9,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 10,GET,https://api.instantwebtools.net/v1/airlines/10,OK,200,289,284,,,,,"{
    ""id"": 10,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 11,GET,https://api.instantwebtools.net/v1/airlines/2,OK,200,302,296,,,,,"{
    ""id"": 2,
    ""name"": ""Air India"",
    ""country"": ""India"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""Your Palace in the Sky"",
    ""head_quaters"": ""Airlines House, New Delhi, India"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1990""
}"
New Collection,New Request 12,GET,https://api.instantwebtools.net/v1/airlines/3,OK,200,291,280,,,,,"{
    ""id"": 3,
    ""name"": ""Las Vegas"",
    ""country"": ""America"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""world “is at your feet"",
    ""head_quaters"": ""Tony Montana"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1991""
}"
New Collection,New Request 13,GET,https://api.instantwebtools.net/v1/airlines/4,OK,200,291,226,,,,,"{
    ""id"": 4,
    ""name"": ""munikk"",
    ""country"": ""au"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/hyd.png"",
    ""slogan"": ""From au"",
    ""head_quaters"": ""kp, au"",
    ""website"": ""www.auairways.com"",
    ""established"": ""2012""
}"
New Collection,New Request 14,GET,https://api.instantwebtools.net/v1/airlines/5,OK,200,288,283,,,,,"{
    ""id"": 5,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 15,GET,https://api.instantwebtools.net/v1/airlines/6,OK,200,291,265,,,,,"{
    ""id"": 6,
    ""name"": ""New Linkers Airways"",
    ""country"": ""Wakanda"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Wakanda"",
    ""head_quaters"": ""Forest Base"",
    ""website"": ""www.wakandalinkers.com"",
    ""established"": ""2023""
}"
New Collection,New Request 16,GET,https://api.instantwebtools.net/v1/airlines/7,OK,200,291,283,,,,,"{
    ""id"": 7,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 17,GET,https://api.instantwebtools.net/v1/airlines/8,OK,200,289,283,,,,,"{
    ""id"": 8,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 18,GET,https://api.instantwebtools.net/v1/airlines/9,OK,200,289,283,,,,,"{
    ""id"": 9,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 19,GET,https://api.instantwebtools.net/v1/airlines/10,OK,200,290,284,,,,,"{
    ""id"": 10,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 20,GET,https://api.instantwebtools.net/v1/airlines/2,OK,200,292,296,,,,,"{
    ""id"": 2,
    ""name"": ""Air India"",
    ""country"": ""India"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""Your Palace in the Sky"",
    ""head_quaters"": ""Airlines House, New Delhi, India"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1990""
}"
New Collection,New Request 21,GET,https://api.instantwebtools.net/v1/airlines/3,OK,200,305,280,,,,,"{
    ""id"": 3,
    ""name"": ""Las Vegas"",
    ""country"": ""America"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""world “is at your feet"",
    ""head_quaters"": ""Tony Montana"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1991""
}"
New Collection,New Request 22,GET,https://api.instantwebtools.net/v1/airlines/4,OK,200,282,226,,,,,"{
    ""id"": 4,
    ""name"": ""munikk"",
    ""country"": ""au"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/hyd.png"",
    ""slogan"": ""From au"",
    ""head_quaters"": ""kp, au"",
    ""website"": ""www.auairways.com"",
    ""established"": ""2012""
}"
New Collection,New Request 23,GET,https://api.instantwebtools.net/v1/airlines/5,OK,200,285,283,,,,,"{
    ""id"": 5,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 24,GET,https://api.instantwebtools.net/v1/airlines/6,OK,200,288,265,,,,,"{
    ""id"": 6,
    ""name"": ""New Linkers Airways"",
    ""country"": ""Wakanda"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Wakanda"",
    ""head_quaters"": ""Forest Base"",
    ""website"": ""www.wakandalinkers.com"",
    ""established"": ""2023""
}"
New Collection,New Request 25,GET,https://api.instantwebtools.net/v1/airlines/7,OK,200,285,283,,,,,"{
    ""id"": 7,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 26,GET,https://api.instantwebtools.net/v1/airlines/8,OK,200,284,283,,,,,"{
    ""id"": 8,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 27,GET,https://api.instantwebtools.net/v1/airlines/9,OK,200,288,283,,,,,"{
    ""id"": 9,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 28,GET,https://api.instantwebtools.net/v1/airlines/10,OK,200,289,284,,,,,"{
    ""id"": 10,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 29,GET,https://api.instantwebtools.net/v1/airlines/2,OK,200,290,296,,,,,"{
    ""id"": 2,
    ""name"": ""Air India"",
    ""country"": ""India"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""Your Palace in the Sky"",
    ""head_quaters"": ""Airlines House, New Delhi, India"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1990""
}"
New Collection,New Request 30,GET,https://api.instantwebtools.net/v1/airlines/3,OK,200,286,280,,,,,"{
    ""id"": 3,
    ""name"": ""Las Vegas"",
    ""country"": ""America"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Air_India_Logo.svg/250px-Air_India_Logo.svg.png"",
    ""slogan"": ""world “is at your feet"",
    ""head_quaters"": ""Tony Montana"",
    ""website"": ""https://www.airindia.in"",
    ""established"": ""1991""
}"
New Collection,New Request 31,GET,https://api.instantwebtools.net/v1/airlines/4,OK,200,288,226,,,,,"{
    ""id"": 4,
    ""name"": ""munikk"",
    ""country"": ""au"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/hyd.png"",
    ""slogan"": ""From au"",
    ""head_quaters"": ""kp, au"",
    ""website"": ""www.auairways.com"",
    ""established"": ""2012""
}"
New Collection,New Request 32,GET,https://api.instantwebtools.net/v1/airlines/5,OK,200,284,283,,,,,"{
    ""id"": 5,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
New Collection,New Request 33,GET,https://api.instantwebtools.net/v1/airlines/6,OK,200,286,265,,,,,"{
    ""id"": 6,
    ""name"": ""New Linkers Airways"",
    ""country"": ""Wakanda"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Wakanda"",
    ""head_quaters"": ""Forest Base"",
    ""website"": ""www.wakandalinkers.com"",
    ""established"": ""2023""
}"
New Collection,New Request 34,GET,https://api.instantwebtools.net/v1/airlines/7,OK,200,288,283,,,,,"{
    ""id"": 7,
    ""name"": ""Sri Lankan Airways 667"",
    ""country"": ""Sri Lanka"",
    ""logo"": ""https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Qatar_Airways_Logo.svg/sri_lanka.png"",
    ""slogan"": ""From Sri Lanka"",
    ""head_quaters"": ""Katunayake, Sri Lanka"",
    ""website"": ""www.srilankaairways.com"",
    ""established"": ""1990""
}"
